Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
5080,Skoda,Superb,2021,Petrol,Automatic,3559006.77,15.9,1984,5,9204.57
5081,Kia,Sonet,2020,Diesel,Manual,807873.71,19.7,998,5,5084.64
5082,Toyota,Glanza,2016,Petrol,Manual,707344.61,19.1,1197,5,4056.22
5083,Kia,Sonet,2022,Diesel,Manual,1136932.31,18.4,998,5,3708.75
5084,Renault,Lodgy,2016,Petrol,Automatic,1047167.04,22.2,1461,7,4843.68
5085,Skoda,Rapid,2015,Petrol,Manual,827547.04,15.1,1197,5,5380.06
5086,Maruti Suzuki,Baleno,2015,Petrol,Automatic,750730.85,19.4,1197,5,4033.88
5087,Hyundai,i10,2015,Diesel,Automatic,698589.58,20.8,998,5,2969.94
5088,Kia,EV6,2017,CNG,Automatic,6390369.59,501.4,2397,5,14327.4
5089,Honda,WR-V,2016,Petrol,Automatic,1006188.56,17.3,1199,5,4185.27
5090,Mahindra,Bolero,2017,Petrol,Manual,912647.5,15.8,1493,7,5468.74
5091,Skoda,Superb,2022,Petrol,Manual,3670570.39,15.9,1984,5,10664.93
5092,Mahindra,Thar,2017,Petrol,Automatic,1647310.59,15.3,2184,4,7702.44
5093,Toyota,Urban Cruiser,2019,Diesel,Manual,1119431.3,18.2,1462,5,3181.92
5094,Renault,Kwid,2022,Petrol,Manual,631924.57,23.7,999,5,2140.91
5095,Volkswagen,Taigun,2022,CNG,Automatic,1471089.39,17.3,1498,5,7314.59
5096,Maruti Suzuki,Dzire,2018,Diesel,Manual,729931.83,22.1,1197,5,3749.79
5097,Hyundai,Verna,2019,Petrol,Automatic,1286016.97,19.0,1497,5,4273.5
5098,Honda,Jazz,2020,Petrol,Automatic,942633.75,18.9,1199,5,3624.95
5099,Mahindra,Thar,2023,Diesel,Automatic,1319270.42,13.3,2184,4,7059.53
5100,Mahindra,Bolero,2016,Electric,Automatic,944793.7,15.7,1493,7,5359.82
5101,Tata Motors,Tiago,2024,Diesel,Manual,610830.04,20.5,1199,5,2663.61
5102,Toyota,Innova Crysta,2016,Petrol,Automatic,2166704.66,15.8,2393,7,6791.56
5103,Maruti Suzuki,Dzire,2017,Petrol,Automatic,793718.51,20.8,1197,5,3758.68
5104,Kia,Seltos,2020,Petrol,Manual,1635746.1,17.6,1497,5,6218.25
5105,Toyota,Urban Cruiser,2015,Diesel,Automatic,1007080.44,18.6,1462,5,3776.86
5106,Mahindra,Scorpio-N,2022,Petrol,Automatic,1985392.33,14.1,2184,7,6231.51
5107,Mahindra,Scorpio-N,2020,Diesel,Automatic,1896312.34,16.5,2184,7,8466.68
5108,Renault,Duster,2022,Diesel,Manual,1133727.61,16.0,1461,5,3693.11
5109,Skoda,Superb,2015,Electric,Automatic,3475363.35,15.9,1984,5,9130.73
5110,Tata Motors,Punch,2021,Petrol,Automatic,659903.48,20.2,1199,5,3853.55
5111,Volkswagen,Vento,2020,CNG,Automatic,1091431.33,16.0,1598,5,5461.82
5112,Mahindra,XUV300,2022,Petrol,Manual,1011422.91,18.4,1197,5,4246.96
5113,Toyota,Urban Cruiser,2016,Diesel,Manual,1199866.03,19.1,1462,5,3829.83
5114,Renault,Triber,2015,Petrol,Automatic,782240.91,17.4,999,7,4733.32
5115,Toyota,Innova Crysta,2021,Petrol,Manual,2508967.83,14.0,2393,7,6469.91
5116,Renault,Lodgy,2017,Electric,Manual,1094060.11,21.1,1461,7,4910.16
5117,Renault,Duster,2020,Petrol,Manual,1265011.49,14.5,1461,5,4360.7
5118,Honda,Jazz,2022,Petrol,Automatic,926955.53,17.7,1199,5,4197.02
5119,Toyota,Camry,2023,Petrol,Manual,4414953.9,17.8,2487,5,9534.15
5120,Renault,Kwid,2015,Petrol,Manual,576608.63,22.1,999,5,2339.54
5121,Volkswagen,Vento,2016,Petrol,Automatic,1274455.0,16.3,1598,5,5492.9
5122,Toyota,Innova Crysta,2023,Diesel,Manual,2590498.61,17.0,2393,7,6799.14
5123,Maruti Suzuki,Ertiga,2024,Diesel,Manual,911800.48,19.6,1462,7,6271.43
5124,Kia,Sonet,2023,Diesel,Automatic,1024265.91,19.8,998,5,3961.76
5125,Kia,Seltos,2018,Petrol,Automatic,1573154.89,16.6,1497,5,6334.86
5126,Maruti Suzuki,WagonR,2019,Petrol,Automatic,617125.11,24.4,998,5,2608.12
5127,Kia,Carens,2015,Petrol,Automatic,1363943.43,18.5,1497,7,8008.9
5128,Mahindra,Bolero,2018,Petrol,Automatic,1124917.54,16.5,1493,7,5699.96
5129,Maruti Suzuki,WagonR,2021,Diesel,Manual,610375.91,22.9,998,5,3351.85
5130,Tata Motors,Altroz,2024,Petrol,Manual,1005536.54,19.4,1199,5,3208.29
5131,Hyundai,Venue,2020,Petrol,Automatic,1189966.33,18.8,998,5,4821.38
5132,Renault,Duster,2024,Petrol,Automatic,1269894.46,15.3,1461,5,4548.57
5133,Tata Motors,Altroz,2016,Petrol,Automatic,1084757.47,19.7,1199,5,4264.9
5134,Hyundai,i20,2019,Petrol,Automatic,1021746.57,20.8,1197,5,4210.12
5135,Hyundai,Creta,2017,Diesel,Automatic,1446998.44,17.5,1497,5,5753.5
5136,Tata Motors,Altroz,2023,Petrol,Automatic,899037.41,21.0,1199,5,3817.53
5137,Volkswagen,Tiguan,2024,CNG,Automatic,3476825.62,12.9,1984,5,10637.86
5138,Tata Motors,Tiago,2019,Petrol,Automatic,595866.29,22.5,1199,5,2767.36
5139,Volkswagen,Tiguan,2024,Electric,Automatic,3766633.21,14.5,1984,5,12249.94
5140,Skoda,Rapid,2020,Petrol,Automatic,921800.15,16.1,1197,5,4098.87
5141,Mahindra,XUV300,2017,Diesel,Automatic,1189962.88,19.9,1197,5,4325.83
5142,Renault,Lodgy,2020,Petrol,Manual,1012601.11,20.5,1461,7,4591.91
5143,Mahindra,XUV300,2021,Petrol,Automatic,989885.09,16.3,1197,5,4285.53
5144,Volkswagen,Vento,2015,Petrol,Automatic,1144817.42,18.5,1598,5,4408.91
5145,Maruti Suzuki,Swift,2016,Petrol,Automatic,811543.12,22.6,1197,5,3577.96
5146,Mahindra,Bolero,2024,Diesel,Automatic,1125235.91,16.2,1493,7,5172.99
5147,Volkswagen,Vento,2023,Petrol,Automatic,1269933.84,16.1,1598,5,4398.38
5148,Skoda,Kushaq,2023,Petrol,Automatic,1304272.95,15.4,1498,5,6277.85
5149,Hyundai,Creta,2018,CNG,Automatic,1135946.29,17.3,1497,5,5727.98
5150,Maruti Suzuki,Dzire,2020,Petrol,Manual,834847.85,20.9,1197,5,4447.37
5151,Volkswagen,Virtus,2021,Petrol,Manual,1102515.83,18.9,1498,5,6974.41
5152,Maruti Suzuki,WagonR,2024,CNG,Manual,671156.95,22.7,998,5,3328.17
5153,Renault,Kiger,2021,Petrol,Automatic,858022.73,19.6,999,5,3987.86
5154,Renault,Lodgy,2017,Petrol,Automatic,1190651.18,22.4,1461,7,3509.51
5155,Honda,City,2015,Petrol,Manual,1310221.13,20.0,1498,5,4647.06
5156,Mahindra,Scorpio-N,2018,Petrol,Automatic,1888877.11,16.3,2184,7,8896.38
5157,Hyundai,Venue,2015,Diesel,Automatic,809570.95,18.0,998,5,3384.26
5158,Kia,Sonet,2016,Diesel,Manual,819397.05,20.7,998,5,4347.49
5159,Honda,Amaze,2020,Petrol,Manual,805136.68,19.7,1199,5,3304.85
5160,Skoda,Octavia,2018,Petrol,Manual,2439616.98,15.9,1968,5,9866.02
5161,Maruti Suzuki,Dzire,2020,Petrol,Automatic,727607.35,23.0,1197,5,3307.72
5162,Tata Motors,Punch,2024,Diesel,Automatic,980735.95,21.4,1199,5,3850.06
5163,Kia,Carnival,2023,Petrol,Automatic,2676872.62,14.3,2199,7,10819.85
5164,Honda,WR-V,2017,Petrol,Automatic,905411.56,17.8,1199,5,4079.77
5165,Hyundai,i20,2022,Diesel,Manual,714073.72,21.0,1197,5,4358.98
5166,Tata Motors,Punch,2016,Diesel,Manual,810243.13,21.5,1199,5,3326.58
5167,Honda,City,2017,Petrol,Automatic,1507779.53,17.8,1498,5,4557.29
5168,Toyota,Urban Cruiser,2021,Petrol,Automatic,958647.67,18.5,1462,5,2999.13
5169,Hyundai,i10,2019,Petrol,Manual,672447.49,21.1,998,5,2840.09
5170,Toyota,Urban Cruiser,2015,Electric,Manual,987238.66,19.2,1462,5,2719.82
5171,Toyota,Fortuner,2015,Diesel,Manual,3756650.35,14.6,2755,7,10789.02
5172,Kia,EV6,2020,Petrol,Manual,6394519.41,514.6,2397,5,9668.43
5173,Kia,Seltos,2016,Petrol,Manual,1224219.22,18.1,1497,5,5527.45
5174,Maruti Suzuki,Swift,2018,Petrol,Automatic,736081.2,23.5,1197,5,2902.04
5175,Renault,Lodgy,2024,Petrol,Manual,955127.19,22.0,1461,7,3666.48
5176,Tata Motors,Punch,2019,Petrol,Manual,974572.36,21.6,1199,5,4328.43
5177,Honda,Civic,2016,Diesel,Manual,2294122.96,14.8,1799,5,7751.47
5178,Mahindra,XUV700,2016,Petrol,Automatic,1913050.48,17.2,1997,5,6884.96
5179,Toyota,Glanza,2024,Petrol,Manual,782005.24,19.5,1197,5,3812.03
5180,Honda,Amaze,2020,Diesel,Manual,795681.61,19.1,1199,5,4444.63
5181,Kia,Sonet,2022,Diesel,Automatic,1297650.37,19.7,998,5,4308.15
5182,Maruti Suzuki,Swift,2019,Petrol,Automatic,805957.53,23.3,1197,5,3412.64
5183,Hyundai,Venue,2017,Petrol,Manual,860883.52,20.7,998,5,3768.05
5184,Mahindra,XUV700,2019,Electric,Manual,2302386.97,15.3,1997,5,7836.45
5185,Skoda,Rapid,2024,Diesel,Manual,864238.1,15.3,1197,5,4531.78
5186,Renault,Kiger,2019,Diesel,Manual,1027601.92,20.0,999,5,4213.98
5187,Skoda,Slavia,2023,Petrol,Manual,1524268.13,18.8,1498,5,6976.69
5188,Maruti Suzuki,Ertiga,2017,Electric,Automatic,1135741.09,20.5,1462,7,4510.42
5189,Volkswagen,Taigun,2022,Diesel,Manual,1735761.8,16.2,1498,5,5979.85
5190,Honda,Jazz,2022,Diesel,Automatic,750676.01,17.5,1199,5,4519.97
5191,Tata Motors,Tiago,2024,Diesel,Manual,758946.72,23.0,1199,5,3538.31
5192,Skoda,Kushaq,2021,Petrol,Manual,1153835.88,17.6,1498,5,5840.51
5193,Mahindra,XUV700,2021,Petrol,Manual,1993478.46,15.2,1997,5,6249.71
5194,Mahindra,Thar,2019,Diesel,Manual,1573732.19,15.7,2184,4,6504.84
5195,Skoda,Octavia,2021,Petrol,Automatic,2970531.41,15.9,1968,5,10118.53
5196,Toyota,Innova Crysta,2023,Petrol,Automatic,2432965.24,14.8,2393,7,8566.3
5197,Volkswagen,Taigun,2023,Petrol,Manual,1990187.72,15.0,1498,5,6911.19
5198,Skoda,Octavia,2021,Petrol,Automatic,2985817.91,15.9,1968,5,10141.8
5199,Toyota,Innova Crysta,2016,Petrol,Automatic,2120968.11,14.6,2393,7,7367.63
5200,Hyundai,Creta,2019,Petrol,Manual,1117106.31,18.3,1497,5,6655.55
5201,Toyota,Urban Cruiser,2022,Petrol,Automatic,967789.83,18.6,1462,5,3413.78
5202,Honda,Amaze,2019,Electric,Automatic,875385.47,21.3,1199,5,3981.06
5203,Maruti Suzuki,Ertiga,2020,Petrol,Automatic,1061304.52,18.3,1462,7,5761.57
5204,Honda,Civic,2022,Electric,Manual,2262893.43,14.1,1799,5,5469.35
5205,Renault,Triber,2023,Petrol,Automatic,813669.66,18.5,999,7,5002.84
5206,Maruti Suzuki,Dzire,2018,Petrol,Manual,877850.42,22.0,1197,5,3464.0
5207,Mahindra,XUV300,2019,Petrol,Automatic,816409.94,19.1,1197,5,3570.62
5208,Hyundai,i10,2024,Petrol,Manual,715652.5,20.6,998,5,2546.04
5209,Renault,Duster,2022,Diesel,Manual,924871.74,14.1,1461,5,5147.42
5210,Honda,Civic,2022,Petrol,Manual,1719760.31,14.3,1799,5,8051.31
5211,Kia,Carens,2022,Petrol,Manual,1232772.59,17.4,1497,7,7813.5
5212,Mahindra,XUV700,2016,Diesel,Automatic,1974879.32,16.6,1997,5,7011.29
5213,Honda,City,2018,Petrol,Manual,1506243.75,19.7,1498,5,5714.36
5214,Kia,EV6,2024,Petrol,Automatic,6346595.93,512.5,2397,5,14311.98
5215,Hyundai,i20,2016,Electric,Automatic,934661.34,19.8,1197,5,3740.48
5216,Hyundai,i10,2021,Petrol,Automatic,737757.23,20.0,998,5,2880.66
5217,Volkswagen,Taigun,2020,Petrol,Automatic,1500473.98,17.1,1498,5,6718.11
5218,Renault,Kwid,2022,Petrol,Automatic,611180.28,24.5,999,5,2351.53
5219,Volkswagen,Virtus,2023,Petrol,Manual,1700702.77,18.5,1498,5,6644.4
5220,Volkswagen,Vento,2016,Petrol,Automatic,1123172.91,18.8,1598,5,4277.32
5221,Renault,Duster,2023,Petrol,Manual,1212577.11,15.0,1461,5,4728.16
5222,Renault,Triber,2016,Petrol,Automatic,784464.78,19.4,999,7,4553.44
5223,Renault,Duster,2024,Diesel,Automatic,1039521.62,14.4,1461,5,4381.24
5224,Kia,Sonet,2015,Diesel,Automatic,1059492.31,20.6,998,5,5273.5
5225,Kia,Seltos,2017,Petrol,Manual,1692517.61,18.5,1497,5,7181.94
5226,Maruti Suzuki,Swift,2016,Diesel,Manual,890479.76,22.2,1197,5,3628.81
5227,Honda,Amaze,2018,Petrol,Automatic,887142.9,20.6,1199,5,3581.19
5228,Toyota,Fortuner,2022,Petrol,Manual,3904863.22,14.5,2755,7,13021.68
5229,Volkswagen,Virtus,2016,Petrol,Manual,1711362.14,18.8,1498,5,6241.71
5230,Hyundai,Creta,2021,Petrol,Automatic,1471819.4,18.8,1497,5,6943.47
5231,Mahindra,Scorpio-N,2016,Petrol,Automatic,1859442.21,14.7,2184,7,7628.17
5232,Kia,Carens,2015,Petrol,Manual,1486055.04,15.2,1497,7,5476.67
5233,Volkswagen,Virtus,2023,Petrol,Automatic,1564153.17,18.3,1498,5,6209.62
5234,Maruti Suzuki,Swift,2016,Petrol,Automatic,908118.4,22.2,1197,5,3209.14
5235,Volkswagen,Taigun,2021,Petrol,Manual,1345201.54,17.7,1498,5,5913.09
5236,Renault,Lodgy,2017,Diesel,Automatic,1114407.47,20.9,1461,7,4746.55
5237,Volkswagen,Polo,2019,Diesel,Automatic,1052471.16,19.4,999,5,4732.29
5238,Maruti Suzuki,Dzire,2022,Diesel,Manual,891704.61,20.7,1197,5,3472.37
5239,Mahindra,Bolero,2021,Petrol,Automatic,1045426.04,15.2,1493,7,5358.12
5240,Honda,WR-V,2015,Electric,Automatic,1192005.35,19.8,1199,5,3861.19
5241,Toyota,Urban Cruiser,2024,Petrol,Manual,916400.76,17.2,1462,5,3484.2
5242,Honda,City,2021,Petrol,Manual,1421083.16,18.3,1498,5,4730.75
5243,Renault,Kwid,2018,Petrol,Automatic,468323.48,23.8,999,5,2242.73
5244,Toyota,Camry,2024,Diesel,Automatic,4432087.87,16.2,2487,5,11038.13
5245,Toyota,Fortuner,2022,Petrol,Automatic,4920067.09,14.6,2755,7,10313.82
5246,Kia,Carens,2019,Petrol,Manual,1179054.18,17.1,1497,7,5582.18
5247,Renault,Lodgy,2017,Petrol,Manual,1040350.38,21.4,1461,7,3726.32
5248,Skoda,Slavia,2017,Petrol,Manual,1475639.26,18.7,1498,5,6125.15
5249,Kia,EV6,2017,Petrol,Automatic,6090255.95,518.2,2397,5,13021.97
5250,Mahindra,XUV300,2021,Petrol,Manual,1103142.13,19.6,1197,5,4946.45
5251,Toyota,Fortuner,2015,Petrol,Automatic,5195801.15,12.2,2755,7,12405.19
5252,Mahindra,XUV300,2023,Petrol,Automatic,988164.8,19.4,1197,5,3942.33
5253,Kia,Carens,2016,Petrol,Automatic,1693901.92,18.3,1497,7,5874.61
5254,Tata Motors,Harrier,2018,CNG,Manual,2192201.29,15.0,2184,7,6469.23
5255,Mahindra,Thar,2023,Diesel,Automatic,1579394.44,13.9,2184,4,6962.34
5256,Volkswagen,Virtus,2019,Electric,Automatic,1285028.15,18.4,1498,5,7414.83
5257,Renault,Kiger,2023,Diesel,Automatic,706414.57,18.1,999,5,3049.73
5258,Maruti Suzuki,Ertiga,2021,Diesel,Automatic,1282370.16,19.1,1462,7,4441.12
5259,Maruti Suzuki,Swift,2018,Diesel,Manual,680352.28,21.0,1197,5,3632.39
5260,Mahindra,Bolero,2019,Petrol,Automatic,1231377.19,15.3,1493,7,5504.4
5261,Honda,City,2021,Petrol,Automatic,1153985.91,18.3,1498,5,4631.24
5262,Skoda,Octavia,2021,Diesel,Automatic,2865955.41,15.1,1968,5,10347.86
5263,Hyundai,Creta,2021,Petrol,Manual,1703677.85,16.4,1497,5,5160.79
5264,Mahindra,Thar,2022,CNG,Manual,1647509.22,14.5,2184,4,7973.86
5265,Volkswagen,Taigun,2019,Diesel,Automatic,1435408.06,17.1,1498,5,6436.02
5266,Renault,Triber,2020,Petrol,Automatic,871485.31,17.7,999,7,4760.89
5267,Tata Motors,Altroz,2022,Petrol,Automatic,822088.08,18.3,1199,5,3986.11
5268,Volkswagen,Virtus,2018,Petrol,Manual,1641489.52,18.5,1498,5,6565.82
5269,Volkswagen,Taigun,2021,Petrol,Automatic,1708535.0,17.3,1498,5,5854.69
5270,Kia,Seltos,2017,Petrol,Automatic,1376505.89,18.7,1497,5,5655.84
5271,Tata Motors,Nexon,2023,Diesel,Manual,868526.76,19.5,1497,5,5137.67
5272,Tata Motors,Punch,2020,Petrol,Automatic,817598.67,20.7,1199,5,3641.59
5273,Hyundai,i20,2020,Petrol,Manual,855728.2,20.7,1197,5,3746.45
5274,Skoda,Slavia,2023,Petrol,Manual,1701617.54,16.0,1498,5,5804.63
5275,Kia,Seltos,2019,Petrol,Manual,1115223.35,16.4,1497,5,5891.33
5276,Skoda,Rapid,2022,Diesel,Manual,844636.22,18.0,1197,5,4158.37
5277,Volkswagen,Vento,2015,CNG,Automatic,1292448.21,17.3,1598,5,5623.36
5278,Volkswagen,Tiguan,2017,Diesel,Manual,3823885.52,13.4,1984,5,12641.67
5279,Volkswagen,Polo,2015,Petrol,Automatic,848530.02,18.1,999,5,5330.88
5280,Hyundai,i10,2020,Diesel,Automatic,636373.17,20.1,998,5,2247.79
5281,Volkswagen,Polo,2022,Petrol,Automatic,899767.96,18.0,999,5,4078.76
5282,Renault,Kwid,2022,Petrol,Manual,549919.03,22.9,999,5,2271.31
5283,Hyundai,Venue,2024,Petrol,Manual,858007.84,18.7,998,5,3663.8
5284,Mahindra,Thar,2017,Diesel,Manual,1337860.33,14.3,2184,4,7673.17
5285,Mahindra,XUV700,2015,Diesel,Automatic,1660141.83,16.7,1997,5,5942.36
5286,Maruti Suzuki,WagonR,2017,Diesel,Manual,656137.06,23.7,998,5,2247.12
5287,Volkswagen,Vento,2022,Petrol,Automatic,1189081.87,17.6,1598,5,4099.72
5288,Renault,Kwid,2015,Petrol,Automatic,580717.54,24.9,999,5,2616.53
5289,Tata Motors,Altroz,2022,Petrol,Manual,979291.99,20.0,1199,5,3741.79
5290,Mahindra,Thar,2020,Diesel,Automatic,1436035.26,15.7,2184,4,7036.65
5291,Mahindra,Bolero,2022,Electric,Manual,1166647.55,17.0,1493,7,4978.86
5292,Volkswagen,Virtus,2019,Diesel,Manual,1459897.06,18.7,1498,5,5382.22
5293,Maruti Suzuki,Dzire,2015,Diesel,Manual,916255.8,21.2,1197,5,3235.92
5294,Hyundai,i20,2020,Petrol,Manual,907690.93,21.6,1197,5,4498.22
5295,Maruti Suzuki,Baleno,2018,Petrol,Manual,989383.44,20.9,1197,5,2940.76
5296,Tata Motors,Punch,2024,Petrol,Automatic,819373.44,20.4,1199,5,4310.22
5297,Honda,City,2017,Petrol,Automatic,1506903.26,18.1,1498,5,4478.53
5298,Skoda,Octavia,2020,Petrol,Automatic,3068207.81,14.1,1968,5,8714.84
5299,Maruti Suzuki,Ertiga,2021,Diesel,Automatic,1120210.68,20.3,1462,7,6542.94
5300,Hyundai,Creta,2016,Diesel,Automatic,1570536.33,17.3,1497,5,6566.86
5301,Renault,Kwid,2017,Diesel,Manual,608178.9,22.8,999,5,2560.59
5302,Volkswagen,Polo,2018,Petrol,Automatic,1075286.7,19.5,999,5,5249.04
5303,Maruti Suzuki,Baleno,2019,Petrol,Manual,769808.47,20.1,1197,5,3804.92
5304,Hyundai,i10,2016,CNG,Automatic,657319.82,20.7,998,5,2389.24
5305,Toyota,Innova Crysta,2019,Petrol,Automatic,1929728.65,15.4,2393,7,8804.9
5306,Mahindra,XUV700,2020,Petrol,Automatic,1599972.66,17.8,1997,5,7773.5
5307,Skoda,Kushaq,2018,Diesel,Manual,1280828.69,16.8,1498,5,6120.89
5308,Honda,Amaze,2016,Diesel,Automatic,899148.16,21.8,1199,5,3702.58
5309,Maruti Suzuki,Swift,2019,Petrol,Automatic,742747.9,21.8,1197,5,3686.12
5310,Kia,EV6,2016,Petrol,Automatic,6281013.77,503.1,2397,5,10960.8
5311,Volkswagen,Taigun,2017,Petrol,Manual,1863459.51,17.1,1498,5,5727.06
5312,Renault,Kiger,2018,Petrol,Manual,1005368.99,19.0,999,5,3824.57
5313,Maruti Suzuki,Baleno,2023,Diesel,Manual,875484.01,19.8,1197,5,3513.4
5314,Hyundai,i20,2024,Diesel,Automatic,876327.06,20.4,1197,5,4857.3
5315,Maruti Suzuki,Ertiga,2021,Diesel,Manual,1060740.71,20.8,1462,7,6049.22
5316,Volkswagen,Polo,2020,Diesel,Manual,1055203.73,19.7,999,5,4359.83
5317,Hyundai,Verna,2016,Diesel,Manual,1302861.16,19.3,1497,5,5369.34
5318,Mahindra,Thar,2020,Diesel,Manual,1645419.28,15.4,2184,4,7817.38
5319,Maruti Suzuki,Swift,2016,Diesel,Automatic,669997.1,23.6,1197,5,3134.15
5320,Maruti Suzuki,WagonR,2019,Diesel,Automatic,594858.84,24.8,998,5,2819.01
5321,Honda,City,2017,Diesel,Manual,1195469.84,17.2,1498,5,5177.09
5322,Mahindra,XUV300,2016,Petrol,Automatic,1007216.5,16.5,1197,5,4328.19
5323,Tata Motors,Altroz,2022,Petrol,Manual,969975.59,20.8,1199,5,3389.8
5324,Mahindra,Scorpio-N,2019,Diesel,Manual,1767136.85,14.8,2184,7,6254.32
5325,Volkswagen,Polo,2016,Diesel,Automatic,907502.91,19.0,999,5,4988.98
5326,Honda,Civic,2017,Petrol,Manual,1773545.32,16.1,1799,5,8024.12
5327,Tata Motors,Harrier,2023,Petrol,Manual,1811392.96,15.7,2184,7,7698.38
5328,Skoda,Kushaq,2016,Petrol,Manual,1784923.25,17.4,1498,5,7546.94
5329,Honda,City,2019,Diesel,Manual,1152127.6,19.7,1498,5,5082.83
5330,Volkswagen,Vento,2021,Petrol,Manual,1112848.28,18.6,1598,5,4843.64
5331,Honda,WR-V,2023,Petrol,Automatic,1008519.71,20.7,1199,5,3076.7
5332,Hyundai,Verna,2016,Petrol,Automatic,1184354.1,18.2,1497,5,4417.94
5333,Skoda,Octavia,2020,Petrol,Automatic,2516541.68,15.5,1968,5,7770.71
5334,Mahindra,XUV300,2016,Petrol,Automatic,911079.2,18.6,1197,5,5025.38
5335,Kia,Seltos,2020,Diesel,Automatic,1317606.04,16.8,1497,5,6620.7
5336,Renault,Kwid,2019,Petrol,Automatic,594219.47,24.9,999,5,2628.76
5337,Renault,Duster,2018,Petrol,Manual,948643.65,14.0,1461,5,4313.0
5338,Skoda,Octavia,2022,Diesel,Automatic,3018302.97,14.4,1968,5,10049.44
5339,Tata Motors,Altroz,2015,Petrol,Manual,795017.53,18.4,1199,5,3879.54
5340,Maruti Suzuki,Dzire,2023,Diesel,Automatic,806697.65,22.8,1197,5,4525.13
5341,Tata Motors,Nexon,2022,Petrol,Manual,1231657.93,18.0,1497,5,4167.53
5342,Maruti Suzuki,Swift,2018,Petrol,Manual,722466.93,22.6,1197,5,3822.72
5343,Hyundai,Verna,2019,Diesel,Automatic,1289653.19,17.1,1497,5,5847.62
5344,Renault,Kwid,2017,Petrol,Automatic,663565.45,22.3,999,5,2431.64
5345,Skoda,Superb,2024,Diesel,Automatic,3628839.51,15.4,1984,5,8340.15
5346,Tata Motors,Nexon,2024,Petrol,Manual,1204696.72,18.1,1497,5,3878.35
5347,Tata Motors,Altroz,2022,Petrol,Automatic,822298.57,20.9,1199,5,3487.27
5348,Volkswagen,Taigun,2023,Petrol,Automatic,1184611.9,17.1,1498,5,5243.99
5349,Kia,Carens,2018,Petrol,Automatic,1075374.58,18.3,1497,7,5578.1
5350,Volkswagen,Tiguan,2021,Diesel,Automatic,3734592.84,14.2,1984,5,11778.2
5351,Renault,Duster,2023,Electric,Manual,1272241.85,15.5,1461,5,4730.17
5352,Maruti Suzuki,WagonR,2016,Diesel,Manual,741303.59,21.3,998,5,2948.85
5353,Volkswagen,Tiguan,2023,Petrol,Manual,3792353.62,14.1,1984,5,11890.57
5354,Renault,Kiger,2015,Petrol,Manual,1123557.67,20.8,999,5,4119.16
5355,Toyota,Fortuner,2018,Diesel,Manual,3302577.29,13.8,2755,7,9736.2
5356,Renault,Duster,2018,Diesel,Manual,1042594.88,15.7,1461,5,4348.66
5357,Skoda,Slavia,2020,Petrol,Manual,1383294.42,17.3,1498,5,6018.23
5358,Kia,Carens,2022,Petrol,Manual,1060917.2,18.0,1497,7,7598.84
5359,Maruti Suzuki,Swift,2016,Petrol,Automatic,908629.81,22.6,1197,5,4048.11
5360,Skoda,Kushaq,2017,Petrol,Manual,1762604.73,17.0,1498,5,6589.03
5361,Tata Motors,Altroz,2017,Petrol,Manual,811203.7,18.3,1199,5,2998.42
5362,Volkswagen,Tiguan,2022,Petrol,Manual,3759637.74,12.4,1984,5,13779.18
5363,Maruti Suzuki,Ertiga,2018,Petrol,Manual,1010100.6,18.2,1462,7,6482.53
5364,Tata Motors,Punch,2024,Petrol,Automatic,655082.86,19.1,1199,5,3538.01
5365,Volkswagen,Tiguan,2018,Diesel,Automatic,3464650.08,13.5,1984,5,11014.89
5366,Mahindra,Thar,2021,Diesel,Manual,1491213.97,14.5,2184,4,5892.45
5367,Volkswagen,Tiguan,2022,Petrol,Automatic,3533129.59,12.4,1984,5,9491.33
5368,Tata Motors,Punch,2018,Diesel,Automatic,955357.25,19.1,1199,5,4654.59
5369,Volkswagen,Taigun,2015,Diesel,Manual,1566948.12,17.6,1498,5,5597.33
5370,Maruti Suzuki,Ertiga,2020,Petrol,Automatic,1015750.2,18.5,1462,7,5148.17
5371,Renault,Kiger,2017,Diesel,Manual,693510.77,19.8,999,5,3673.37
5372,Kia,Seltos,2016,Petrol,Manual,1554484.62,17.3,1497,5,4859.67
5373,Volkswagen,Taigun,2017,Petrol,Manual,1493456.82,15.1,1498,5,7190.1
5374,Volkswagen,Tiguan,2015,Petrol,Automatic,3824739.39,12.9,1984,5,12169.52
5375,Toyota,Glanza,2023,Petrol,Automatic,854367.09,20.2,1197,5,3591.98
5376,Volkswagen,Polo,2017,Diesel,Automatic,892879.87,19.6,999,5,4901.97
5377,Skoda,Kushaq,2015,Diesel,Automatic,1825350.49,17.1,1498,5,6702.7
5378,Kia,Seltos,2020,Diesel,Automatic,1535219.95,16.1,1497,5,6972.38
5379,Maruti Suzuki,Ertiga,2018,Petrol,Manual,1299647.21,18.6,1462,7,4418.7
5380,Hyundai,Venue,2016,Petrol,Manual,1125723.57,19.0,998,5,4533.46
5381,Volkswagen,Tiguan,2015,Petrol,Manual,3705952.96,14.7,1984,5,13549.11
5382,Tata Motors,Harrier,2024,Petrol,Automatic,2261021.65,15.9,2184,7,6662.38
5383,Volkswagen,Polo,2019,Petrol,Manual,877013.97,17.3,999,5,3695.46
